"","GeneID","F_olivaceous_BW_1.quant","F_olivaceous_BW_2.quant","F_olivaceous_BW_3.quant","F_olivaceous_FW_1.quant","F_olivaceous_FW_2.quant","F_olivaceous_FW_3.quant","F_olivaceous_transfer_1.quant","F_olivaceous_transfer_2.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"57668","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i6","TRINITY_DN127147_c4_g4","Transcript_193272","gi|831544377|ref|XP_012725854.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B [Fundulus heteroclitus]"
"57669","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i2","TRINITY_DN127147_c4_g4","Transcript_193268","gi|831544377|ref|XP_012725854.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B [Fundulus heteroclitus]"
"57670","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i3","TRINITY_DN127147_c4_g4","Transcript_193269","gi|831497663|ref|XP_012709459.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B-like [Fundulus heteroclitus]"
"57671","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i6","TRINITY_DN127147_c4_g4","Transcript_193272","gi|831497663|ref|XP_012709459.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B-like [Fundulus heteroclitus]"
"57672","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i1","TRINITY_DN127147_c4_g4","Transcript_193267","gi|831544377|ref|XP_012725854.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B [Fundulus heteroclitus]"
"57673","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i3","TRINITY_DN127147_c4_g4","Transcript_193269","gi|831544377|ref|XP_012725854.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B [Fundulus heteroclitus]"
"57674","ENSXMAP00000002670","672.742825436399","731.267854131215","646.072836822","813.675406566421","835.873068976195","725.602756524995","1155.70166993397","915.450481026066",812.048362427158,0.392416572957559,0.143969330490553,2.72569561600698,0.0064166141492319,0.0679775725336683,812.048362427158,0.605554063123809,0.142828048418349,4.23974191224764,2.23776920258483e-05,0.00114480162215909,"TRINITY_DN127147_c4_g4_i2","TRINITY_DN127147_c4_g4","Transcript_193268","gi|831497663|ref|XP_012709459.1| PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B-like [Fundulus heteroclitus]"
"45738","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i7","TRINITY_DN127870_c4_g16","Transcript_141154","gi|831531079|ref|XP_012721059.1| PREDICTED: clathrin heavy chain 1-like isoform X1 [Fundulus heteroclitus]"
"45739","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i7","TRINITY_DN127870_c4_g16","Transcript_141154","gi|831486774|ref|XP_012705602.1| PREDICTED: clathrin heavy chain 1 isoform X4 [Fundulus heteroclitus]"
"45740","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i6","TRINITY_DN127870_c4_g16","Transcript_141153","gi|831486777|ref|XP_012705603.1| PREDICTED: clathrin heavy chain 1 isoform X5 [Fundulus heteroclitus]"
"45741","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i6","TRINITY_DN127870_c4_g16","Transcript_141153","gi|831486774|ref|XP_012705602.1| PREDICTED: clathrin heavy chain 1 isoform X4 [Fundulus heteroclitus]"
"45742","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i6","TRINITY_DN127870_c4_g16","Transcript_141153","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45743","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i6","TRINITY_DN127870_c4_g16","Transcript_141153","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45744","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i8","TRINITY_DN127870_c4_g16","Transcript_141155","gi|831531082|ref|XP_012721060.1| PREDICTED: clathrin heavy chain 1-like isoform X2 [Fundulus heteroclitus]"
"45745","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i7","TRINITY_DN127870_c4_g16","Transcript_141154","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45746","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i12","TRINITY_DN127870_c4_g16_","Transcript_141159","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45747","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i9","TRINITY_DN127870_c4_g16","Transcript_141156","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45748","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i2","TRINITY_DN127870_c4_g16","Transcript_141149","gi|831486777|ref|XP_012705603.1| PREDICTED: clathrin heavy chain 1 isoform X5 [Fundulus heteroclitus]"
"45749","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i8","TRINITY_DN127870_c4_g16","Transcript_141155","gi|831486768|ref|XP_012705600.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45750","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i7","TRINITY_DN127870_c4_g16","Transcript_141154","gi|831486765|ref|XP_012705599.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45751","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i8","TRINITY_DN127870_c4_g16","Transcript_141155","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45752","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i9","TRINITY_DN127870_c4_g16","Transcript_141156","gi|831531079|ref|XP_012721059.1| PREDICTED: clathrin heavy chain 1-like isoform X1 [Fundulus heteroclitus]"
"45753","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i9","TRINITY_DN127870_c4_g16","Transcript_141156","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45754","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i11","TRINITY_DN127870_c4_g16_","Transcript_141158","gi|831486774|ref|XP_012705602.1| PREDICTED: clathrin heavy chain 1 isoform X4 [Fundulus heteroclitus]"
"45755","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i5","TRINITY_DN127870_c4_g16","Transcript_141152","gi|831531082|ref|XP_012721060.1| PREDICTED: clathrin heavy chain 1-like isoform X2 [Fundulus heteroclitus]"
"45756","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i8","TRINITY_DN127870_c4_g16","Transcript_141155","gi|831486771|ref|XP_012705601.1| PREDICTED: clathrin heavy chain 1 isoform X3 [Fundulus heteroclitus]"
"45757","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i4","TRINITY_DN127870_c4_g16","Transcript_141151","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45758","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831486774|ref|XP_012705602.1| PREDICTED: clathrin heavy chain 1 isoform X4 [Fundulus heteroclitus]"
"45759","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i11","TRINITY_DN127870_c4_g16_","Transcript_141158","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45760","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831486765|ref|XP_012705599.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45761","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831486774|ref|XP_012705602.1| PREDICTED: clathrin heavy chain 1 isoform X4 [Fundulus heteroclitus]"
"45762","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i4","TRINITY_DN127870_c4_g16","Transcript_141151","gi|831531079|ref|XP_012721059.1| PREDICTED: clathrin heavy chain 1-like isoform X1 [Fundulus heteroclitus]"
"45763","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45764","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i9","TRINITY_DN127870_c4_g16","Transcript_141156","gi|831486777|ref|XP_012705603.1| PREDICTED: clathrin heavy chain 1 isoform X5 [Fundulus heteroclitus]"
"45765","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i12","TRINITY_DN127870_c4_g16_","Transcript_141159","gi|831531079|ref|XP_012721059.1| PREDICTED: clathrin heavy chain 1-like isoform X1 [Fundulus heteroclitus]"
"45766","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i7","TRINITY_DN127870_c4_g16","Transcript_141154","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45767","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i11","TRINITY_DN127870_c4_g16_","Transcript_141158","gi|831486771|ref|XP_012705601.1| PREDICTED: clathrin heavy chain 1 isoform X3 [Fundulus heteroclitus]"
"45768","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i11","TRINITY_DN127870_c4_g16_","Transcript_141158","gi|831531082|ref|XP_012721060.1| PREDICTED: clathrin heavy chain 1-like isoform X2 [Fundulus heteroclitus]"
"45769","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i7","TRINITY_DN127870_c4_g16","Transcript_141154","gi|831486777|ref|XP_012705603.1| PREDICTED: clathrin heavy chain 1 isoform X5 [Fundulus heteroclitus]"
"45770","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i11","TRINITY_DN127870_c4_g16_","Transcript_141158","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45771","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831529939|ref|XP_012720654.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
"45772","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831486777|ref|XP_012705603.1| PREDICTED: clathrin heavy chain 1 isoform X5 [Fundulus heteroclitus]"
"45773","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831529942|ref|XP_012720655.1| PREDICTED: clathrin heavy chain 1 isoform X2 [Fundulus heteroclitus]"
"45774","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831486771|ref|XP_012705601.1| PREDICTED: clathrin heavy chain 1 isoform X3 [Fundulus heteroclitus]"
"45775","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i3","TRINITY_DN127870_c4_g16","Transcript_141150","gi|831531082|ref|XP_012721060.1| PREDICTED: clathrin heavy chain 1-like isoform X2 [Fundulus heteroclitus]"
"45776","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i6","TRINITY_DN127870_c4_g16","Transcript_141153","gi|831486771|ref|XP_012705601.1| PREDICTED: clathrin heavy chain 1 isoform X3 [Fundulus heteroclitus]"
"45777","ENSXMAP00000000183","2375.41364025533","2363.50103269472","2277.00703827132","2652.78020309508","2898.97441340817","2510.47123380948","3063.14826698166","3193.77319757504",2666.88362826135,0.218270187279813,0.0994727154963489,2.19427192864584,0.0282158662616447,0.178037533086424,2666.88362826135,0.419225330925809,0.0989729237465286,4.23575777148357,2.27782226513781e-05,0.00115937684530644,"TRINITY_DN127870_c4_g16_i4","TRINITY_DN127870_c4_g16","Transcript_141151","gi|831486765|ref|XP_012705599.1| PREDICTED: clathrin heavy chain 1 isoform X1 [Fundulus heteroclitus]"
