"","GeneID","F_heteroclitusMDPP_BW_1.quant","F_heteroclitusMDPP_BW_2.quant","F_heteroclitusMDPP_BW_3.quant","F_heteroclitusMDPP_FW_1.quant","F_heteroclitusMDPP_FW_2.quant","F_heteroclitusMDPP_FW_3.quant","F_heteroclitusMDPP_transfer_1.quant","F_heteroclitusMDPP_transfer_2.quant","F_heteroclitusMDPP_transfer_3.quant","baseMean_TR_v_FW","log2FC_TR_v_FW","lfcSE_TR_v_FW","stat_TR_v_FW","pvalue_TR_v_FW","padj_TR_v_FW","baseMean_TR_v_BW","log2FC_TR_v_BW","lfcSE_TR_v_BW","stat_TR_v_BW","pvalue_TR_v_BW","padj_TR_v_BW","Trinity_contigID","Trinity_gene","dammit_ID","NCBI_Fhet"
"94360","ENSXMAP00000016264","7079.02727441857","5866.59997589851","7285.18512310035","11376.9419999523","11696.5189971271","8287.74219159502","16332.8793724642","13683.7052923174","10962.9543535704",10285.728286716,0.385830613111833,0.229571270711952,1.68065721775763,0.092829515033835,0.999998503496747,10285.728286716,1.01823310291643,0.229630823053336,4.43421788668121,9.24071349273285e-06,0.00626884402914576,"TRINITY_DN198251_c1_g1_i1","TRINITY_DN198251_c1_g1","Transcript_68450","gi|831484687|ref|XP_012704748.1| PREDICTED: keratin, type I cytoskeletal 18-like [Fundulus heteroclitus]"
"143082","gi|831575580|ref|XP_012736465.1| PREDICTED: tetraspanin-15 [Fundulus heteroclitus]","369.059742123274","548.87937808904","680.751691434657","344.978189371816","272.040749641416","324.551610072513","202.176684656072","260.485303184404","195.548324548817",355.385741458001,-0.516236987022642,0.291056588233728,-1.7736653554397,0.0761185202275227,0.979530623917125,355.385741458001,-1.2768253152609,0.289387752484958,-4.41216086132487,1.02344027500922e-05,0.00673875218724455,"TRINITY_DN210301_c1_g2_i7","TRINITY_DN210301_c1_g2","Transcript_558005","gi|831575580|ref|XP_012736465.1| PREDICTED: tetraspanin-15 [Fundulus heteroclitus]"
"54814","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i3","TRINITY_DN199118_c3_g2","Transcript_162454","gi|831541055|ref|XP_012724589.1| PREDICTED: paired box protein Pax-8 isoform X3 [Fundulus heteroclitus]"
"54815","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i5","TRINITY_DN199118_c3_g2","Transcript_162456","gi|831541055|ref|XP_012724589.1| PREDICTED: paired box protein Pax-8 isoform X3 [Fundulus heteroclitus]"
"54816","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g3_i1","TRINITY_DN199118_c3_g3","Transcript_162460","gi|831541052|ref|XP_012724588.1| PREDICTED: paired box protein Pax-8 isoform X2 [Fundulus heteroclitus]"
"54817","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i5","TRINITY_DN199118_c3_g2","Transcript_162456","gi|831541049|ref|XP_012724587.1| PREDICTED: paired box protein Pax-8 isoform X1 [Fundulus heteroclitus]"
"54818","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i5","TRINITY_DN199118_c3_g2","Transcript_162456","gi|831541052|ref|XP_012724588.1| PREDICTED: paired box protein Pax-8 isoform X2 [Fundulus heteroclitus]"
"54819","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g3_i1","TRINITY_DN199118_c3_g3","Transcript_162460","gi|831541055|ref|XP_012724589.1| PREDICTED: paired box protein Pax-8 isoform X3 [Fundulus heteroclitus]"
"54820","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i8","TRINITY_DN199118_c3_g2","Transcript_162459","gi|831541049|ref|XP_012724587.1| PREDICTED: paired box protein Pax-8 isoform X1 [Fundulus heteroclitus]"
"54821","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g3_i2","TRINITY_DN199118_c3_g3","Transcript_162461","gi|831541055|ref|XP_012724589.1| PREDICTED: paired box protein Pax-8 isoform X3 [Fundulus heteroclitus]"
"54822","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i3","TRINITY_DN199118_c3_g2","Transcript_162454","gi|831541052|ref|XP_012724588.1| PREDICTED: paired box protein Pax-8 isoform X2 [Fundulus heteroclitus]"
"54823","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g3_i2","TRINITY_DN199118_c3_g3","Transcript_162461","gi|831541052|ref|XP_012724588.1| PREDICTED: paired box protein Pax-8 isoform X2 [Fundulus heteroclitus]"
"54824","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g3_i1","TRINITY_DN199118_c3_g3","Transcript_162460","gi|831541049|ref|XP_012724587.1| PREDICTED: paired box protein Pax-8 isoform X1 [Fundulus heteroclitus]"
"54825","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g2_i3","TRINITY_DN199118_c3_g2","Transcript_162454","gi|831541049|ref|XP_012724587.1| PREDICTED: paired box protein Pax-8 isoform X1 [Fundulus heteroclitus]"
"54826","ENSXMAP00000005486","2.01287844560393","2.5934063607398","6.19664411779144","17.9168352132282","0","2.47968841149867","104.384871773696","89.3862314831203","54.0690601877893",31.004401777052,3.71093655902834,0.998937520973999,3.71488354487881,0.000203297298502328,0.0560199859632555,31.004401777052,4.47919178519885,1.01800074993654,4.39998868908306,1.08256520738909e-05,0.00692439637080561,"TRINITY_DN199118_c3_g3_i2","TRINITY_DN199118_c3_g3","Transcript_162461","gi|831541049|ref|XP_012724587.1| PREDICTED: paired box protein Pax-8 isoform X1 [Fundulus heteroclitus]"
"79352","ENSXMAP00000012025","501.135324545372","534.726465398785","572.284566640085","275.028899366037","476.540393728837","341.076881150995","162.801283480777","280.919361980323","201.466412875731",371.775509907438,-0.74985972680466,0.300034804659861,-2.49924247173507,0.0124459121775082,0.551802570656162,371.775509907438,-1.31022145547604,0.298885255485327,-4.38369384715387,1.16683725110827e-05,0.00725610709460022,"TRINITY_DN204102_c2_g1_i2","TRINITY_DN204102_c2_g1","Transcript_537654","gi|831491068|ref|XP_012707126.1| PREDICTED: mitochondrial uncoupling protein 2-like [Fundulus heteroclitus]"
"137246","gi|831555751|ref|XP_012729824.1| PREDICTED: solute carrier family 35 member D3 [Fundulus heteroclitus]","58.3755545323943","40.3933292654882","24.3468162118577","0","9.22058001277001","15.3309576642588","0","0","0",16.4074708540854,-5.18043870741249,1.74140578594632,-2.97486016712488,0.00293122130751275,0.290044348378386,16.4074708540854,-7.5055193297171,1.72226864481684,-4.3579260136361,1.31300751526273e-05,0.00773534190636495,"TRINITY_DN198210_c0_g1_i1","TRINITY_DN198210_c0_g1","Transcript_69134","gi|831555751|ref|XP_012729824.1| PREDICTED: solute carrier family 35 member D3 [Fundulus heteroclitus]"
"136229","gi|831552955|ref|XP_012728879.1| PREDICTED: tumor necrosis factor receptor superfamily member 25-like [Fundulus heteroclitus]","92.5851857277058","136.566644686474","106.464519446503","70.6909902794453","88.0998409381559","48.0912465675104","33.1436632060928","41.6084406871162","20.3401119109133",70.8434048277685,-1.12075437502608,0.434399639309772,-2.58000760959856,0.00987981380540487,0.504040622169417,70.8434048277685,-1.82951056554074,0.429520007378822,-4.25943037369893,2.04948525606976e-05,0.0114704566069084,"TRINITY_DN213456_c1_g4_i4","TRINITY_DN213456_c1_g4","Transcript_269005","gi|831552955|ref|XP_012728879.1| PREDICTED: tumor necrosis factor receptor superfamily member 25-like [Fundulus heteroclitus]"
"115368","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]"
"115369","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831520962|ref|XP_012717463.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like isoform X1 [Fundulus heteroclitus]"
"115370","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN204588_c0_g2_i1","TRINITY_DN204588_c0_g2","Transcript_302046","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]"
"115371","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831520974|ref|XP_012717467.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like isoform X5 [Fundulus heteroclitus]"
"115372","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN204588_c1_g1_i2","TRINITY_DN204588_c1_g1","Transcript_302049","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]"
"115373","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831493814|ref|XP_012708093.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 3 [Fundulus heteroclitus]"
"115374","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831520971|ref|XP_012717466.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like isoform X4 [Fundulus heteroclitus]"
"115375","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831520968|ref|XP_012717465.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like isoform X3 [Fundulus heteroclitus]"
"115376","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN204588_c1_g1_i1","TRINITY_DN204588_c1_g1","Transcript_302048","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]"
"115377","gi|831493980|ref|XP_012708152.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like [Fundulus heteroclitus]","0.601354671196528","0.270117409991816","0","16.5534493632334","22.9063786944298","6.31193565443315","29.4862585229685","70.0421967328168","0.881882877074361",16.3392859917938,1.24640355739443,1.34118771727241,0.929328192722533,0.352719028818068,0.999998503496747,16.3392859917938,6.50156399839113,1.52872079498639,4.25294404296306,2.10978309943014e-05,0.0115199303041323,"TRINITY_DN326290_c0_g1_i1","TRINITY_DN326290_c0_g1","Transcript_8390","gi|831520965|ref|XP_012717464.1| PREDICTED: potassium voltage-gated channel subfamily KQT member 2-like isoform X2 [Fundulus heteroclitus]"
"118595","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]","0.58329713981866","5.32913599313926","13.6286229792659","0","15.3472531436024","59.8847871701053","979.979933768581","225.223959761009","634.400373134935",214.930818121162,4.57844899554022,1.58766232746915,2.88376748400814,0.00392948771942959,0.320378345184505,214.930818121162,7.09951663354025,1.67272896303213,4.24427195943991,2.19304254998775e-05,0.0116894389444228,"TRINITY_DN214575_c0_g1_i6","TRINITY_DN214575_c0_g1","Transcript_290055","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]"
"118596","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]","0.58329713981866","5.32913599313926","13.6286229792659","0","15.3472531436024","59.8847871701053","979.979933768581","225.223959761009","634.400373134935",214.930818121162,4.57844899554022,1.58766232746915,2.88376748400814,0.00392948771942959,0.320378345184505,214.930818121162,7.09951663354025,1.67272896303213,4.24427195943991,2.19304254998775e-05,0.0116894389444228,"TRINITY_DN214575_c0_g1_i2","TRINITY_DN214575_c0_g1","Transcript_290051","gi|831505231|ref|XP_012712132.1| PREDICTED: carboxylesterase 3, partial [Fundulus heteroclitus]"
"118597","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]","0.58329713981866","5.32913599313926","13.6286229792659","0","15.3472531436024","59.8847871701053","979.979933768581","225.223959761009","634.400373134935",214.930818121162,4.57844899554022,1.58766232746915,2.88376748400814,0.00392948771942959,0.320378345184505,214.930818121162,7.09951663354025,1.67272896303213,4.24427195943991,2.19304254998775e-05,0.0116894389444228,"TRINITY_DN214575_c0_g1_i1","TRINITY_DN214575_c0_g1","Transcript_290050","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]"
"118598","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]","0.58329713981866","5.32913599313926","13.6286229792659","0","15.3472531436024","59.8847871701053","979.979933768581","225.223959761009","634.400373134935",214.930818121162,4.57844899554022,1.58766232746915,2.88376748400814,0.00392948771942959,0.320378345184505,214.930818121162,7.09951663354025,1.67272896303213,4.24427195943991,2.19304254998775e-05,0.0116894389444228,"TRINITY_DN214575_c0_g1_i2","TRINITY_DN214575_c0_g1","Transcript_290051","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]"
"118599","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]","0.58329713981866","5.32913599313926","13.6286229792659","0","15.3472531436024","59.8847871701053","979.979933768581","225.223959761009","634.400373134935",214.930818121162,4.57844899554022,1.58766232746915,2.88376748400814,0.00392948771942959,0.320378345184505,214.930818121162,7.09951663354025,1.67272896303213,4.24427195943991,2.19304254998775e-05,0.0116894389444228,"TRINITY_DN214575_c0_g1_i5","TRINITY_DN214575_c0_g1","Transcript_290054","gi|831502690|ref|XP_012711222.1| PREDICTED: thyroglobulin [Fundulus heteroclitus]"
"139561","gi|831563441|ref|XP_012732360.1| PREDICTED: suppressor of cytokine signaling 3-like [Fundulus heteroclitus]","267.775618052897","350.34669280373","286.121442345164","365.412899643987","1446.75355708993","379.844932146687","923.545078944148","1368.81269468167","1662.72100426981",783.481546664225,0.853873383364214,0.516720296968333,1.65248663227282,0.0984353879997623,0.999998503496747,783.481546664225,2.12933046955038,0.517816304265485,4.11213484784109,3.92017202036711e-05,0.0195024202266574,"TRINITY_DN210530_c1_g1_i1","TRINITY_DN210530_c1_g1","Transcript_522337","gi|831563441|ref|XP_012732360.1| PREDICTED: suppressor of cytokine signaling 3-like [Fundulus heteroclitus]"
"139562","gi|831563441|ref|XP_012732360.1| PREDICTED: suppressor of cytokine signaling 3-like [Fundulus heteroclitus]","267.775618052897","350.34669280373","286.121442345164","365.412899643987","1446.75355708993","379.844932146687","923.545078944148","1368.81269468167","1662.72100426981",783.481546664225,0.853873383364214,0.516720296968333,1.65248663227282,0.0984353879997623,0.999998503496747,783.481546664225,2.12933046955038,0.517816304265485,4.11213484784109,3.92017202036711e-05,0.0195024202266574,"TRINITY_DN210530_c1_g1_i2","TRINITY_DN210530_c1_g1","Transcript_522338","gi|831563441|ref|XP_012732360.1| PREDICTED: suppressor of cytokine signaling 3-like [Fundulus heteroclitus]"
"133059","gi|831544311|ref|XP_012725830.1| PREDICTED: dentin sialophosphoprotein-like [Fundulus heteroclitus]","35.8795229477698","28.6739095291186","39.618426319121","42.9604245868182","82.2128085327296","34.8972670215232","186.899346540993","49.3943016144491","702.554954480873",133.676773508155,2.56174987761665,0.770039045599227,3.32677919679145,0.00087855958797704,0.142006169051241,133.676773508155,3.1760782146001,0.773773433318208,4.10466174960283,4.04906886646833e-05,0.0197057618942666,"TRINITY_DN202031_c2_g1_i1","TRINITY_DN202031_c2_g1","Transcript_504520","gi|831544311|ref|XP_012725830.1| PREDICTED: dentin sialophosphoprotein-like [Fundulus heteroclitus]"
"133060","gi|831544311|ref|XP_012725830.1| PREDICTED: dentin sialophosphoprotein-like [Fundulus heteroclitus]","35.8795229477698","28.6739095291186","39.618426319121","42.9604245868182","82.2128085327296","34.8972670215232","186.899346540993","49.3943016144491","702.554954480873",133.676773508155,2.56174987761665,0.770039045599227,3.32677919679145,0.00087855958797704,0.142006169051241,133.676773508155,3.1760782146001,0.773773433318208,4.10466174960283,4.04906886646833e-05,0.0197057618942666,"TRINITY_DN202031_c2_g1_i2","TRINITY_DN202031_c2_g1","Transcript_504521","gi|831544311|ref|XP_012725830.1| PREDICTED: dentin sialophosphoprotein-like [Fundulus heteroclitus]"
"133061","gi|831544311|ref|XP_012725830.1| PREDICTED: dentin sialophosphoprotein-like [Fundulus heteroclitus]","35.8795229477698","28.6739095291186","39.618426319121","42.9604245868182","82.2128085327296","34.8972670215232","186.899346540993","49.3943016144491","702.554954480873",133.676773508155,2.56174987761665,0.770039045599227,3.32677919679145,0.00087855958797704,0.142006169051241,133.676773508155,3.1760782146001,0.773773433318208,4.10466174960283,4.04906886646833e-05,0.0197057618942666,"TRINITY_DN212186_c0_g1_i3","TRINITY_DN212186_c0_g1","Transcript_560897","gi|831544311|ref|XP_012725830.1| PREDICTED: dentin sialophosphoprotein-like [Fundulus heteroclitus]"
"16565","ENSONIP00000013662","16.8021798204323","18.9432511007539","9.26961225426745","65.6022146572161","23.6314340717079","35.0682246550405","54.1397534939651","68.9821924170441","95.886919585096",43.1473091172804,0.815985156049108,0.533841911873015,1.52851459936178,0.126384821562577,0.999998503496747,43.1473091172804,2.27052631336121,0.555894056269153,4.08445869811904,4.41796833167592e-05,0.0210436291577083,"TRINITY_DN202932_c3_g2_i1","TRINITY_DN202932_c3_g2","Transcript_443433","gi|831536844|ref|XP_012723107.1| PREDICTED: sphingomyelin phosphodiesterase 3 [Fundulus heteroclitus]"
"106919","ENSXMAP00000019721","56.4400987944678","150.691518970998","63.5114189952481","117.465344458128","204.326945535988","129.135559433043","345.85926559441","258.033014278198","334.615405934872",184.45317466615,1.06072788902094,0.435911663299263,2.43335514584001,0.0149596197962893,0.598632285561437,184.45317466615,1.78703499888619,0.438581868571553,4.07457564241428,4.60983282274365e-05,0.0215000682089088,"TRINITY_DN204245_c0_g1_i1","TRINITY_DN204245_c0_g1","Transcript_592238","gi|831562657|ref|XP_012732098.1| PREDICTED: ras-related protein Rap-2a-like [Fundulus heteroclitus]"
"128565","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]","137.114496940187","107.046473165302","101.094735598186","85.8580826161622","62.4118554760002","93.6026009973821","41.2793399126831","38.6984368963991","52.8996398927595",80.0006290550069,-0.863432128231699,0.339001670451773,-2.54698487792417,0.0108658141670131,0.518549106859889,80.0006290550069,-1.36418977029618,0.336685206555257,-4.05182569277005,5.08195209308597e-05,0.0232182982669216,"TRINITY_DN206159_c2_g1_i7","TRINITY_DN206159_c2_g1","Transcript_507611","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]"
"128566","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]","137.114496940187","107.046473165302","101.094735598186","85.8580826161622","62.4118554760002","93.6026009973821","41.2793399126831","38.6984368963991","52.8996398927595",80.0006290550069,-0.863432128231699,0.339001670451773,-2.54698487792417,0.0108658141670131,0.518549106859889,80.0006290550069,-1.36418977029618,0.336685206555257,-4.05182569277005,5.08195209308597e-05,0.0232182982669216,"TRINITY_DN206159_c2_g1_i2","TRINITY_DN206159_c2_g1","Transcript_507606","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]"
"128567","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]","137.114496940187","107.046473165302","101.094735598186","85.8580826161622","62.4118554760002","93.6026009973821","41.2793399126831","38.6984368963991","52.8996398927595",80.0006290550069,-0.863432128231699,0.339001670451773,-2.54698487792417,0.0108658141670131,0.518549106859889,80.0006290550069,-1.36418977029618,0.336685206555257,-4.05182569277005,5.08195209308597e-05,0.0232182982669216,"TRINITY_DN206159_c2_g1_i6","TRINITY_DN206159_c2_g1","Transcript_507610","gi|831529974|ref|XP_012720666.1| PREDICTED: cytoskeleton-associated protein 2-like [Fundulus heteroclitus]"
